business_id,monthly_cash_flow_sar,business_age_months
BIZ-004655,25476.02,143
BIZ-004656,20255.42,113
BIZ-004657,9250.28,82
BIZ-004658,23635.29,117
BIZ-004659,11837.03,129
BIZ-004660,8561.8,58
BIZ-004661,4346.96,153
BIZ-004662,15388.76,76
BIZ-004663,38830.86,64
BIZ-004664,10996.59,100
BIZ-004665,273952.14,25
BIZ-004666,53406.39,145
BIZ-004667,81172.36,176
BIZ-004668,48788.16,229
BIZ-004669,140486.26,68
BIZ-004670,10026.61,129
BIZ-004671,1701.5,121
BIZ-004672,14099.21,175
BIZ-004673,38492.5,150
BIZ-004674,25629.95,193
BIZ-004675,29012.23,204
BIZ-004676,82529.41,28
BIZ-004677,32275.3,85
BIZ-004678,48967.54,157
BIZ-004679,8607.91,130
BIZ-004680,7365.82,116
BIZ-004681,110648.51,42
BIZ-004682,24364.97,137
BIZ-004683,11810.81,177
BIZ-004684,11832.5,10
BIZ-004685,11508.91,142
BIZ-004686,10840.46,217
BIZ-004687,6104.93,138
BIZ-004688,4912.7,228
BIZ-004689,18124.06,85
BIZ-004690,12174.2,1
BIZ-004691,66646.6,164
BIZ-004692,29527.48,51
BIZ-004693,28719.1,3
BIZ-004694,10476.39,44
BIZ-004695,19515.64,224
BIZ-004696,31602.8,187
BIZ-004697,45080.08,66
BIZ-004698,20052.48,143
BIZ-004699,64804.08,82
BIZ-004700,22203.15,43
BIZ-004701,48671.41,237
BIZ-004702,13495.99,195
BIZ-004703,3595.4,87
BIZ-004704,28806.58,85
BIZ-004705,45493.47,195
BIZ-004706,39157.5,111
BIZ-004707,33596.82,91
BIZ-004708,15543.74,93
BIZ-004709,9830.59,107
BIZ-004710,38243.48,125
BIZ-004711,33740.27,10
BIZ-004712,12570.41,115
BIZ-004713,66797.72,106
BIZ-004714,9110.06,66
BIZ-004715,12289.21,85
BIZ-004716,113144.97,102
BIZ-004717,52500.71,88
BIZ-004718,15397.97,218
BIZ-004719,29359.77,127
BIZ-004720,25714.04,121
BIZ-004721,1414.29,63
BIZ-004722,8897.5,220
BIZ-004723,20934.49,6
BIZ-004724,15419.5,132
BIZ-004725,28200.71,41
BIZ-004726,68151.08,184
BIZ-004727,15969.95,91
BIZ-004728,7649.11,71
BIZ-004729,30480.78,14
BIZ-004730,15888.91,189
BIZ-004731,18843.75,95
BIZ-004732,16452.39,64
BIZ-004733,207282.48,202
BIZ-004734,2343.25,5
BIZ-004735,14938.04,113
BIZ-004736,21945.36,39
BIZ-004737,10085.54,31
BIZ-004738,54166.93,6
BIZ-004739,49675.03,45
BIZ-004740,20999.32,227
BIZ-004741,16803.23,107
BIZ-004742,19693.49,239
BIZ-004743,19835.2,64
BIZ-004744,20366.1,183
BIZ-004745,18251.47,22
BIZ-004746,28351.9,26
BIZ-004747,46780.05,4
BIZ-004748,6436.5,215
BIZ-004749,7702.78,161
BIZ-004750,3833.3,178
BIZ-004751,52386.14,222
BIZ-004752,28291.69,80
BIZ-004753,36507.3,173
BIZ-004754,5273.78,121
BIZ-004755,131261.67,130
BIZ-004756,11981.86,159
BIZ-004757,26061.28,113
BIZ-004758,51760.61,6
BIZ-004759,8209.28,18
BIZ-004760,12754.96,120
BIZ-004761,26348.64,137
BIZ-004762,383645.06,176
BIZ-004763,29766.08,137
BIZ-004764,109794.0,45
BIZ-004765,73546.5,88
BIZ-004766,31825.08,107
BIZ-004767,8191.11,236
BIZ-004768,63560.89,128
BIZ-004769,4924.06,152
BIZ-004770,109193.32,176
BIZ-004771,26903.33,87
BIZ-004772,1555.85,231
BIZ-004773,15669.85,162
BIZ-004774,42359.49,203
BIZ-004775,17378.27,180
BIZ-004776,45026.47,149
BIZ-004777,9414.21,8
BIZ-004778,5967.11,140
BIZ-004779,20507.68,31
BIZ-004780,22732.84,145
BIZ-004781,15546.89,168
BIZ-004782,75153.74,131
BIZ-004783,9412.49,74
BIZ-004784,30126.66,15
BIZ-004785,23575.66,161
BIZ-004786,4643.78,167
BIZ-004787,5889.76,115
BIZ-004788,22290.39,172
BIZ-004789,159723.58,187
BIZ-004790,39311.4,123
BIZ-004791,3922.03,12
BIZ-004792,981.92,209
BIZ-004793,45846.47,112
BIZ-004794,20005.98,161
BIZ-004795,68958.9,218
BIZ-004796,9129.64,87
BIZ-004797,31263.69,149
BIZ-004798,51337.33,5
BIZ-004799,14080.36,212
BIZ-004800,14384.61,15
BIZ-004801,22590.01,130
BIZ-004802,37898.86,85
BIZ-004803,21712.99,9
BIZ-004804,58337.26,111
BIZ-004805,13878.06,224
BIZ-004806,5834.86,40
BIZ-004807,159050.23,70
BIZ-004808,12032.5,46
BIZ-004809,12475.95,30
BIZ-004810,20623.71,56
BIZ-004811,23557.07,137
BIZ-004812,14962.71,187
BIZ-004813,21645.79,165
BIZ-004814,21167.83,185
BIZ-004815,26234.2,172
BIZ-004816,2084.98,92
BIZ-004817,144477.1,216
BIZ-004818,19009.83,42
BIZ-004819,39364.62,168
BIZ-004820,5551.92,27
BIZ-004821,13752.83,183
BIZ-004822,11245.06,21
BIZ-004823,95771.82,52
BIZ-004824,12261.09,94
BIZ-004825,47008.32,166
BIZ-004826,11493.99,11
BIZ-004827,14007.96,62
BIZ-004828,17230.73,80
BIZ-004829,79526.46,175
BIZ-004830,3328.07,230
BIZ-004831,5909.62,147
BIZ-004832,3142.25,122
BIZ-004833,7424.18,81
BIZ-004834,9782.99,197
BIZ-004835,4383.13,26
BIZ-004836,10570.82,31
BIZ-004837,2937.42,49
BIZ-004838,7958.62,65
BIZ-004839,73161.19,111
BIZ-004840,32977.74,227
BIZ-004841,26568.13,156
BIZ-004842,8080.6,92
BIZ-004843,4740.58,51
BIZ-004844,7050.43,155
BIZ-004845,21094.98,61
BIZ-004846,52479.44,234
BIZ-004847,54304.77,115
BIZ-004848,41382.46,132
BIZ-004849,10534.84,216
BIZ-004850,22573.9,73
BIZ-004851,15973.04,113
BIZ-004852,18012.3,128
BIZ-004853,168911.11,65
BIZ-004854,3781.97,14
BIZ-004855,17419.11,68
BIZ-004856,73994.71,27
BIZ-004857,5085.3,162
BIZ-004858,11570.95,2
BIZ-004859,12977.36,76
BIZ-004860,17618.6,212
BIZ-004861,4465.08,136
BIZ-004862,39946.09,161
BIZ-004863,42885.42,160
BIZ-004864,36620.93,72
BIZ-004865,9224.57,152
BIZ-004866,24016.85,53
BIZ-004867,8960.31,152
BIZ-004868,15794.28,164
BIZ-004869,189750.99,210
BIZ-004870,24238.45,220
BIZ-004871,6717.51,6
BIZ-004872,26379.31,72
BIZ-004873,5699.9,131
BIZ-004874,6640.81,77
BIZ-004875,7776.62,148
BIZ-004876,14124.84,205
BIZ-004877,56216.69,62
BIZ-004878,39277.15,214
BIZ-004879,37160.27,211
BIZ-004880,7339.86,219
BIZ-004881,12819.02,18
BIZ-004882,28911.68,71
BIZ-004883,11750.84,30
BIZ-004884,16674.46,29
BIZ-004885,34247.15,13
BIZ-004886,15540.85,106
BIZ-004887,27613.49,21
BIZ-004888,108307.37,71
BIZ-004889,18548.44,235
BIZ-004890,71634.91,212
BIZ-004891,38536.84,224
BIZ-004892,5078.43,9
BIZ-004893,7316.32,158
BIZ-004894,9570.15,152
BIZ-004895,9369.03,32
BIZ-004896,20124.84,217
BIZ-004897,40726.9,97
BIZ-004898,77277.52,234
BIZ-004899,29976.68,28
BIZ-004900,14105.51,156
BIZ-004901,2745.61,32
BIZ-004902,23637.5,228
BIZ-004903,22601.47,146
BIZ-004904,26447.81,19
BIZ-004905,180997.83,52
BIZ-004906,76160.37,86
BIZ-004907,48293.92,4
BIZ-004908,8416.28,3
BIZ-004909,13187.24,222
BIZ-004910,20033.38,235
BIZ-004911,10143.55,129
BIZ-004912,36332.38,216
BIZ-004913,31473.74,157
BIZ-004914,7418.2,7
BIZ-004915,72898.02,171
BIZ-004916,24399.31,5
BIZ-004917,3908.58,196
BIZ-004918,20924.11,88
BIZ-004919,29179.06,34
BIZ-004920,58267.07,62
BIZ-004921,15717.4,164
BIZ-004922,50409.67,203
BIZ-004923,26559.48,137
BIZ-004924,5913.22,39
BIZ-004925,5349.9,216
BIZ-004926,67680.94,189
BIZ-004927,72837.35,98
BIZ-004928,30421.63,133
BIZ-004929,98292.87,231
BIZ-004930,63361.38,91
BIZ-004931,43635.61,7
BIZ-004932,8854.57,35
BIZ-004933,124421.31,144
BIZ-004934,37658.03,239
BIZ-004935,14975.36,177
BIZ-004936,11290.65,148
BIZ-004937,28475.06,78
BIZ-004938,4142.03,106
BIZ-004939,44341.37,10
BIZ-004940,8488.17,89
BIZ-004941,31907.87,150
BIZ-004942,13073.99,217
BIZ-004943,16908.66,221
BIZ-004944,10332.92,197
BIZ-004945,18746.65,6
BIZ-004946,145710.86,194
BIZ-004947,87997.14,53
BIZ-004948,31397.36,148
BIZ-004949,21476.31,227
BIZ-004950,51236.18,213
BIZ-004951,68184.35,159
BIZ-004952,9606.37,72
BIZ-004953,20385.13,125
BIZ-004954,3561.87,169
BIZ-004955,67717.65,123
BIZ-004956,173689.46,97
BIZ-004957,23862.96,97
BIZ-004958,2630.66,144
BIZ-004959,40493.25,9
BIZ-004960,8918.75,239
BIZ-004961,11346.34,25
BIZ-004962,41215.78,236
BIZ-004963,28411.64,9
BIZ-004964,13519.54,123
BIZ-004965,11503.36,100
BIZ-004966,24980.13,138
BIZ-004967,14625.68,104
BIZ-004968,7264.56,215
BIZ-004969,15794.81,4
BIZ-004970,30933.43,236
BIZ-004971,18432.98,165
BIZ-004972,5358.78,187
BIZ-004973,59222.96,34
BIZ-004974,1423.95,16
BIZ-004975,14095.84,95
BIZ-004976,11846.66,78
BIZ-004977,25544.54,188
BIZ-004978,38625.26,215
BIZ-004979,67966.13,103
BIZ-004980,10803.17,184
BIZ-004981,39599.92,15
BIZ-004982,26790.92,178
BIZ-004983,3977.71,24
BIZ-004984,147346.21,160
BIZ-004985,5225.08,92
BIZ-004986,33506.59,100
BIZ-004987,32531.36,67
BIZ-004988,29016.99,97
BIZ-004989,13432.38,209
BIZ-004990,50375.12,194
BIZ-004991,4626.85,82
BIZ-004992,20623.19,71
BIZ-004993,12533.06,122
BIZ-004994,11189.17,164
BIZ-004995,33817.98,44
BIZ-004996,64697.55,174
BIZ-004997,15626.82,227
BIZ-004998,48082.86,202
BIZ-004999,23149.78,132
BIZ-005000,9020.61,77
